Articulo,Descripcion,"Lista IMP.
U$S DÓLAR","Lista NAC.
$ PESOS",
1693/00050-531,RESORTE PEDAL FRENO ZANELLA SEXY x10 unid. ALFREDO,0.00,26403.80,
1693/00060-621,RESORTE PEDAL FRENO ZANELLA RX150 x 5UNID. .,0.00,4100.48,
1695,RESORTES SEGURO,,,
1695/00010-531,RESORTE SEGURO CRIQUE ARR.ZANELLA x10 unid. ALFREDO,0.00,19923.05,
1695/00020-531,RESORTE SEGURO SEEGER EXT.12 MM x10 unid. ALFREDO,0.00,3212.14,
1695/00030-531,RESORTE SEGURO SEEGER EXT.14 MM x10 unid. ALFREDO,0.00,3212.14,
1695/00040-531,RESORTE SEGURO SEEGER EXT.15 MM x10 unid. ALFREDO,0.00,3212.14,
1696,RESORTES VALVULAS,,,
1696/00010-632,RESORTE VALVULA MOTOS 110CC CARGA BLANDA 2UNID. BBB MPI,0.00,23043.39,
1696/00015-632,RESORTE VALVULA MOTOS 110CC CARGA DURA 2UNID. BBB MPI,0.00,23043.39,
1696/00020-022,RESORTE VALVULA HONDA CG 125 SET (4UNID.) NSU,1.30,0.00,
1696/00021-632,"RESORTE VALVULA HONDA CG 125 (4UNID,) BBB MPI",0.00,47176.38,
1696/00030-632,RESORTE VALVULA HONDA CG 150 (2UNID.) BBB MPI,0.00,25441.33,
1696/00032-632,RESORTE VALVULA HONDA CG150/NEW TITAN/XR150Lx2UNID BBB MPI,0.00,21946.56,
1696/00100-632,RESORTE VALVULA KAYAK 150CC CARGA BLANDA SET4UNID. BBB MPI,0.00,41405.20,
1696/00120-632,RESORTE VALVULA KAYAK 150CC CARGA DURA SET4UNID BBB MPI,0.00,49014.79,
1696/00130-632,RESORTE VALVULA YAMAHA CRYPTON 110CC 2UNID. BBB MPI,0.00,22227.25,
1696/00200-632,RESORTE VALVULA KAYAK 150CC.CARGA BLANDA SET2UNID. BBB MPI,0.00,22542.80,
1697,RETENES DE ACEITE,,,
1697/00017-038,RETEN MOTOR BAJAJ ROUSER NS 200 X 3PCS NSU,0.72,0.00,7
1697/00019-038,RETEN MOTOR BAJAJ PULSAR 135 X 3PCS NSU,0.72,0.00,6
1697/00020-056,RETEN MOTOR DAELIM 50 x JGO. NSU,1.02,0.00,
1697/00030-578,RETEN MOTOR DEI IMX x JGO. PH,0.00,20.02,
1697/00090-038,RETEN MOTOR HONDA BIZ/MAGIC 100 X JGO. NSU,0.91,0.00,3
1697/00110-038,RETEN MOTOR HONDA CG125 x JGO. NSU,0.95,0.00,6
1697/00125-056,RETEN MOTOR HONDA DIO 50 KIT 5 NSU,1.20,0.00,
1697/00150-020,RETEN MOTOR HONDA NH50 TW.,4.65,0.00,
1697/00170-020,RETEN MOTOR HONDA NX125 KIT 7 UN. TW.,5.99,0.00,
1697/00175-038,RETEN MOTOR HONDA NX 150 NSU,1.11,0.00,3
1697/00185-038,RETEN MOTOR HONDA STORM 125-CG R125 FS-10202 NSU,1.42,0.00,10
1697/00198-038,RETEN MOTOR HONDA CG 150 TITAN NSU,0.97,0.00,13
1697/00256-038,RETEN MOTOR HONDA WAVE 110 S NSU,1.19,0.00,10
1697/00300-084,RETEN MOTOR KAWASAKI NEO MAX100 - KIT4 UN. NSU,1.27,0.00,
1697/00325-038,RETEN MOTOR MOTOMEL C100 110CC x JGO. NSU,0.92,0.00,22
1697/00360-020,RETEN MOTOR SUZUKI AD-50 KIT 9 UN. TW.,5.71,0.00,
1697/00370-038,RETEN MOTOR SUZUKI AX 100 LE NSU,1.09,0.00,3
1697/00388-056,RETEN MOTOR SUZUKI TS 125 KIT 5 UNIT NSU,1.33,0.00,
1697/00396-038,RETEN MOTOR YAMAHA FZ 16 (FS10301) NSU,1.23,0.00,5
1697/00405-056,RETEN MOTOR YAMAHA V80 JGO. NSU,1.16,0.00,
1697/00405-084,RETEN MOTOR YAMAHA V80 JGO. NSU,0.71,0.00,
1697/00406-038,RETEN MOTOR YAMAHA YBR 125 x5UNID. NSU,0.93,0.00,10
1698,RETENES DE MOTOR JAPON,,,
1698/00010-071,RETEN MOTOR HONDA CG150/TITAN (4PCS) JAPON IZUMI/IKT,4.39,0.00,
1698/00050-071,RETEN MOTOR YAMAHA YBR125 (3PCS) JAPON IZUMI/IKT,4.39,0.00,
1698/00060-071,RETEN MOTOR ZANELLA RX150 (6PCS) JAPON IZUMI/IKT,6.56,0.00,
1702,RETENES BANCADA JAPON,,,
1702/00010-071,RETEN BANCADA HONDA CG125 (4PCS) JAPON IZUMI/IKT,5.24,0.00,
1703,RETENES DE PIÑON,,,
1703/00015-640,RETEN PIÑON 26X35X7 CORTECO,0.00,139.00,
1703/00040-640,RETEN PIÑON HONDA CB400 34X63X13 CORTECO,0.00,209.16,
1705,RETENES DE VALVULA,,,
1705/00010-627,"RETEN VALVULA 4,5MM BAJAJ ROUSER x10UNID.70BA1017 JUNTAS ALFA",0.00,7979.19,
1705/00030-038,RETEN VALVULA 5.5 HONDA CG 125 x 20 UNID. NSU,2.08,0.00,
1705/00040-627,"RETEN VALVULA 5,0MM GIL.SMASH 110 x10UNID.70HO1017 JUNTAS ALFA",0.00,4631.95,
1705/00045-627,"RETEN VALVULA 5,5MM UNIV.125/150 x10UNID.70HO1917 JUNTAS ALFA",0.00,4631.95,
1705/00050-038,RETEN VALVULA 5.5 HONDA x 10UNID. NSU,1.96,0.00,
1705/00070-627,"RETEN VALVULA 5,0MM SUZUKI EN/GN x10UNID.70SU1517 JUNTAS ALFA",0.00,5746.76,
1705/00080-627,"RETEN VALVULA 4,5MM YAMAHA CRYPTONx10UNID.70YA1217 JUNTAS ALFA",0.00,7979.19,
1707,RETENES O RING,,,
1707/00050-019,RETEN O-RING SUZUKI AE50   09280 TERCOM,0.50,0.00,
1707/00100-510,RETEN O-RING SMASH/WAVE/TRIP/BIT KIT (8 PIEZAS) BD,0.00,1982.25,
1707/00150-627,RETEN O-RING GILERA FRX300 CABEZA JUNTAS ALFA,0.00,1163.86,
1707/00200-627,RETEN O-RING MOTOR HONDA-MOTOMEL110CCxJGO 28HO1020 JUNTAS ALFA,0.00,1822.91,
1707/00210-627,RETEN O-RING MOTOR HONDA-GILERA125CCxJGO.28HO1920 JUNTAS ALFA,0.00,1512.44,
1707/00220-627,RETEN O-RING MOTOR HONDA CG150 xJGO.28HO2220 JUNTAS ALFA,0.00,1512.44,
1707/00230-627,RETEN O-RING MOTOR MOTOMEL-BETA 200CCxJGO.28MO1120 JUNTAS ALFA,0.00,1820.54,
1707/00240-627,RETEN O-RING MOTOR YAMAHA CRYPTONxJGO 28YA1220 JUNTAS ALFA,0.00,1512.44,
1707/00250-627,RETEN O-RING MOTOR YAMAHA YBR125 xJGO 28YA2920 JUNTAS ALFA,0.00,1512.44,
1707/00300-627,"RETEN O-RING CANAL ACEITE 8,50x50unid.30HO1020 JUNTAS ALFA",0.00,5852.45,
1707/00310-627,"RETEN O-RING CANAL ACEITE 11,50x50unid.31HO1020 JUNTAS ALFA",0.00,7052.14,
1707/00320-627,"RETEN O-RING CANAL ACEITE 14,50x50unid.32HO1020 JUNTAS ALFA",0.00,7052.14,
1707/00330-627,"RETEN O-RING ESTATORGIL/HONDA/ZANx10u.G107,67X1.78 JUNTAS ALFA",0.00,5464.43,
1707/00340-627,RETEN O-RING ENTRE COLECTOR Y CARBURADOR 110x10UNI JUNTAS ALFA,0.00,1793.41,
1707/00400-515,O-RING CUBA CARBURADOR CICLO x10 unid. BUHO,0.00,2858.13,
1707/00410-515,O-RING CUBA CARBURADOR GILERA SMASH x10 unid. BUHO,0.00,2858.13,
1707/00430-627,O-RING CUBA HONDA WAVE PUNTA CUADRADA x10UNID. JUNTAS ALFA,0.00,4544.29,
1707/00440-627,O-RING CUBA HONDA CG125/150/XR200/250 x10UNID. JUNTAS ALFA,0.00,5107.88,
1707/00450-627,O-RING CUBA GILERA SMASH REDONDO x10UNID. JUNTAS ALFA,0.00,4544.29,
1707/00460-627,O-RING CUBA HONDA-ZANELLA-VARIAS250x5UNID.50MO1715 JUNTAS ALFA,0.00,8480.75,
1707/00600-627,O-RING CUBA YAMAHA CRYPTON-NEWCRYPTONx10u 50YA1215 JUNTAS ALFA,0.00,5107.88,
1707/00610-627,O-RING CUBA YAMAHA YBR125-XTZ125 x10unid. 50YA2915 JUNTAS ALFA,0.00,5107.88,
1707/00660-627,O-RING CUBA YAMAHA FZ16/BAJAJ/SUZUKI X10u 50YA3315 JUNTAS ALFA,0.00,5740.60,
1707/00670-627,O-RING CUBA HONDA TWISTER/TORNADO 50HO5615x10UNID. JUNTAS ALFA,0.00,5740.60,
1707/00900-156,KIT ORINGS SURTIDOS 407 PIEZAS PULGADAS NSU,12.53,0.00,
1709,RETENES PALANCA ARRANQUE,,,
1709/00020-040,RETEN PATADA ARRANQUE SUZUKI AX 100  NSU,0.39,0.00,
1709/00100-640,RETEN PATADA  ARR. YAMAHA RD125/135/RX80 17X25X4 CORTECO,0.00,121.17,
1710,RETENES MOTOR,,,
1710/00200-640,RETEN MOTOR YAMAHA DT180/RD125/135/RX80 28X40X8 CORTECO,0.00,84.95,
1710/00210-640,RETEN MOTOR YAMAHA 25X52X8 CORTECO,0.00,116.42,
1711,RETENES SUSP,,,
1711/00005-038,RETEN SUSPENSION BAJAJ ROUSER200 37x49x8x10.5 x10u NSU,4.65,0.00,2
1711/00006-038,RETEN SUSPENSION BAJAJ ROUSER 135 30x42x11 x10u NSU,3.65,0.00,2
1711/00023-038,RETEN SUSPENCION HONDA CB250/TWISTER37X50X11x10U NSU,3.68,0.00,1
1711/10011-038,RETEN SUSPENSION GILERA SMASH 26x37x10.5 x10u. NSU,3.20,0.00,1
1711/10020-038,RETEN SUSPENSION GILERA SUPER VX150 30x42x10.5x10u NSU,3.13,0.00,2
1711/10048-038,RETEN SUSPENSION YAMAHA YBR125 30X40.5X10.5 x10u. NSU,2.91,0.00,2
1711/10051-038,RETEN SUSPENSION HONDA CB400 33X46X11 x10UNID. NSU,4.88,0.00,2
,RETEN SUSPENSION HONDA CBR 450 x10UNID. NSU,,,1
1711/10057-038,RETEN SUSPENSION HONDA CBR600/MOTARD 41X54X11 x10u NSU,4.70,0.00,
1711/10059-038,RETEN SUSPENSION YAMAHA FZ 16 41x53x8X10.5 x10u NSU,3.91,0.00,3
,RETEN SUSPENSION  AX 100x10u NSU,,,1
,RETEN SUSPENSION RX150 7 SKUAx10u NSU,,,1
1715,RODAMIENTOS CONJUNTO DIRE,,,
1715/00005-022,CONJ. DE DIRECCION BAJAJ ROUSER NS200 NSU,3.74,0.00,3
1715/00056-022,CONJ. DE DIRECCION GILERA SMASH NSU,2.47,0.00,3
1715/00071-022,CONJ. DE DIRECCION HONDA CBX250 TWISTER CONICO NSU,3.65,0.00,3
1715/00080-022,CONJ. DE DIRECCION HONDA CG125/DAX70 NSU,2.37,0.00,4
1715/00103-022,CONJ. DE DIRECCION HONDA TITAN 2000/TITAN150 NSU,3.11,0.00,3
1715/00104-022,CONJ. DE DIRECCION HONDA TITAN 150 NEW NSU,3.75,0.00,2
1715/00106-022,CONJ. DE DIRECCION HONDA WAVE 110S NSU,2.88,0.00,4
1715/00108-022,CONJ. DE DIRECCION HONDA TORNADO REV NSU,3.94,0.00,3
1715/00109-022,CONJ.DE DIRECCION HONDA XR 150 L NSU,4.33,0.00,
1715/00125-022,CONJ. DE DIRECCION KAWASAKI KAZER NSU,2.04,0.00,
1715/00130-022,CONJ. DE DIRECCION SUZUKI AX100  NSU,2.78,0.00,4
1715/00131-022,CONJ. DE DIRECCION SUZUKI EN125 NSU,2.96,0.00,3
1715/00135-022,CONJ. DE DIRECCION YAMAHA CRYPTON NSU,2.96,0.00,3
1715/00137-022,CONJ. DE DIRECCION YAMAHA FZ16 NSU,3.15,0.00,4
1715/00140-022,CONJ. DE DIRECCION YAMAHA  V-80 NSU,1.67,0.00,
1715/00145-022,CONJ. DE DIRECCION YAMAHA YBR125 BRASIL NSU,3.00,0.00,3
1715/00155-022,CONJ. DE DIRECCION YAMAHA NEW CRYPTON NSU,2.81,0.00,3
1715/00166-022,CONJ. DE DIRECCION YAMAHA XTZ 125 NSU,3.47,0.00,3
1715/00215-022,CONJ. DE DIRECCION ZANELLA RX 150 CONICO NSU,3.40,0.00,2
1719,RODAMIENTOS JAULA MUÑON,,,
1719/00020-025,JAULA DE MUÑON 15X21X10 ADLY/AT100/SUZUKI FA   NSU,0.56,0.00,
1719/00030-025,JAULA DE MUÑON 16X21X10 HERO PUCH 50  NSU,1.70,0.00,
1719/00040-025,JAULA DE MUÑON 16X21X12 NSU,0.49,0.00,
1719/00050-025,JAULA DE MUÑON 16X22X12 CICLO NSU,0.47,0.00,
1719/00070-020,JAULA DE MUÑON 18X24X11 YAMAHA GT 80   TW.,1.48,0.00,
1719/00080-020,JAULA DE MUÑON 18X24X11.5  YAMAHA AXIS 90  TW.,2.63,0.00,
1719/00080-025,JAULA DE MUÑON 18X24X11.5  YAMAHA AXIS 90  NSU,0.90,0.00,
1719/00090-020,JAULA DE MUÑON 20X26X12 HONDA MB 100/ZAN 125/175  TW.,1.07,0.00,
1719/00090-025,JAULA DE MUÑON 20X26X12 HONDA MB 100/ZAN 125/175  NSU,1.20,0.00,
1719/00100-020,JAULA DE MUÑON 20X26X17 ZANELLA 200 TW.,1.07,0.00,
1719/00100-025,JAULA DE MUÑON 20X26X17 ZANELLA 200 NSU,1.85,0.00,
1719/00110-020,JAULA DE MUÑON 20X26X20 ZANELLA 200  TW.,1.48,0.00,
1719/00110-025,JAULA DE MUÑON 20X26X20 ZANELLA 200  NSU,1.08,0.00,
1719/00120-020,JAULA DE MUÑON 22X28X16 YAMAHA 125 RX-SUZUKI AX100 TW.,1.48,0.00,
1719/00120-025,JAULA DE MUÑON 22X28X16 YAMAHA 125 RX-SUZUKI AX100 NSU,0.99,0.00,
1719/00130-020,JAULA DE MUÑON 22X28X14 KAWASAKI 110  TW.,1.07,0.00,
1719/00130-025,JAULA DE MUÑON 22X28X14 KAWASAKI 110  NSU,0.99,0.00,
1719/00140-025,JAULA DE MUÑON 22X29X16 NSU,1.08,0.00,
1721,RODAMIENTOS JAULA PERNO,,,
1721/00010-020,JAULA DE PERNO 10X14X12.5 HONDANC50-MONDIAL-KENIA  TW.,2.04,0.00,
1723,RODAMIENTOS RULEMAN BOLA,,,
1723/00002-128,RULEMAN 607 2RS C3 .,0.41,0.00,
1723/00003-069,RULEMAN 608 2RS C3 NTN,2.37,0.00,
1723/00004-128,RULEMAN 609 2RS C3 .,0.45,0.00,
1723/00010-019,RULEMAN 6001-2RS TERCOM,1.37,0.00,
1723/00013-128,RULEMAN 608 2RS C3 .,0.43,0.00,
1723/00019-128,RULEMAN 6000 2RS C3 .,0.42,0.00,
1723/00022-128,RULEMAN 6001 2RS C3 .,0.46,0.00,
1723/00032-128,RULEMAN 6002 2RS C3 .,0.46,0.00,
1723/00045-128,RULEMAN 6003 2RS C3 .,0.51,0.00,
1723/00052-069,RULEMAN 6004 2RS C3 NTN,4.62,0.00,
1723/00052-128,RULEMAN 6004 2RS C3 .,2.64,0.00,
1723/00055-128,RULEMAN 6005 2RS C3 .,2.95,0.00,
1723/00072-128,RULEMAN 6200 2RS C3 .,0.48,0.00,
1723/00080-069,RULEMAN 6201-2RS C3 NTN,2.86,0.00,
1723/00080-128,RULEMAN 6201-2RS C3 .,1.05,0.00,
1723/00090-069,RULEMAN 6202-2RS C3 NTN,3.34,0.00,
1723/00090-128,RULEMAN 6202-2RS C3 .,1.80,0.00,
1723/00100-069,RULEMAN 6203-2RS C3 NTN,3.72,0.00,
1723/00100-128,RULEMAN 6203-2RS C3 .,2.46,0.00,
1723/00115-128,RULEMAN 6204 2RS C3 .,2.05,0.00,
1723/00130-128,RULEMAN 6205-2RS C3 .,2.36,0.00,
1723/00132-069,RULEMAN 6206-2RS C3 NTN,8.37,0.00,
1723/00135-069,RULEMAN 6300-2RS C3 NTN,3.38,0.00,
1723/00135-128,RULEMAN 6300-2RS C3 .,0.52,0.00,
1723/00137-069,RULEMAN 6301 2RS C3 NTN,4.04,0.00,
1723/00137-128,RULEMAN 6301 2RS C3 .,0.56,0.00,
1723/00142-069,RULEMAN 6302 2RS C3 NTN,4.80,0.00,
1723/00142-128,RULEMAN 6302 2RS C3 .,0.62,0.00,
1723/00160-128,RULEMAN 6303-2RS C3 .,1.02,0.00,
1723/00180-128,RULEMAN 6304-2RS C3 .,2.76,0.00,
1723/00190-128,RULEMAN 6305-2RS C3 .,6.15,0.00,
1723/00230-128,RULEMAN 62 / 28 C3-BANCADA MB-100/AX-100 .,2.28,0.00,
1723/00240-128,RULEMAN 63 / 28 C3 - BANCADA CG-125 .,2.42,0.00,
1723/00250-128,RULEMAN 6902 ARBOL BIZ/C-90 LUJO DER. .,0.59,0.00,
1723/00260-128,RULEMAN 6904 ARBOL BIZ/C-90 LUJO IZQ .,0.77,0.00,
1723/00275-057,RULEMAN L 17 C3 REGENT,2.76,0.00,
1723/00280-057,RULEMAN L 20-BANCADA PUMA 4TA REGENT,2.87,0.00,
1724,RODAMIENTOS CONO Y CUBETA,,,
1724/00010-057,RULEMAN 4T 32006 CONO Y CUBETA (XT 600) REGENT,3.67,0.00,
1725,RODAMIENTOS TORRINGTON,,,
1725/00020-022,TORRINGTON Y JAULA YAMAHA CRYPTON EMBRAGUE NSU,5.60,0.00,
1725/00030-022,TORRINGTON Y JAULA YAMAHA CRYPTON EMBRAGUE ALUM. NSU,4.24,0.00,
1725/00040-022,TORRINGTON Y JAULA YAMAHA NEW CRYPTON 3 RODILLOS NSU,2.67,0.00,
1725/00100-038,TORRINGTON  ZANELLA RX 150 x10unid. NSU,11.05,0.00,
1725/00100-077,TORRINGTON  ZANELLA RX 150 x10unid. NSU,11.05,0.00,
1727,RUEDAS MANCHONES,,,
1727/00011-514,BUJE CORONA HONDA CB250 TWISTER POLIAMIDAxJGO 4UN BRN,0.00,9014.99,
1727/00016-022,MANCHON MAZA HONDA CG 150 xJGO. NSU,1.58,0.00,2
1727/00016-514,MANCHON MAZA HONDA CG 150 xJGO. BRN,0.00,7543.02,
1727/00019-022,MANCHON MAZA HONDA BIZ C 100/WAVE NSU,1.44,0.00,12
1727/00021-566,MANCHON MAZA HONDA DAX xJGO (4) VC,0.00,1935.81,
1727/00022-022,MANCHON MAZA HONDA CBX 250 NSU,1.68,0.00,
1727/00023-022,MANCHON MAZA HONDA CB250/CB190 NEW NSU,1.94,0.00,
1727/00024-566,MANCHON MAZA GILERA SMASH (SIN TETON) x 4U. VC,0.00,1935.84,
1727/00025-022,MANCHON MAZA HONDA C90/GILERA SMASH (CON TETON) NSU,1.41,0.00,5
1727/00025-514,MANCHON MAZA HONDA C90/GILERA SMASH (CON TETON) BRN,0.00,5728.40,
1727/00025-566,MANCHON MAZA HONDA C90/GILERA SMASH (CON TETON) VC,0.00,1937.83,
1727/00026-514,MANCHON MAZA GILERA SMASH 110CC COMPETICION ROJO BRN,0.00,7938.80,
1727/00027-056,MANCHON MAZA HONDA MB100 JUEGO NSU,1.02,0.00,7
1727/00027-084,MANCHON MAZA HONDA MB100 JUEGO NSU,1.00,0.00,
1727/00027-578,MANCHON MAZA HONDA MB100 JUEGO PH,0.00,28.74,
1727/00029-022,MANCHON MAZA HONDA NEW WAVE 110 xJGO (4) NSU,1.42,0.00,11
1727/00029-514,MANCHON MAZA HONDA NEW WAVE 110 xJGO (4) BRN,0.00,5355.19,
1727/00031-514,MANCHON MAZA HONDA WAVE COMPETICION xJGO. BRN,0.00,9995.81,
1727/00032-077,MANCHON MAZA MOTOMEL MAX xJGO. NSU,1.60,0.00,
1727/00033-022,MANCHON MAZA HONDA DAX 70/DAY 110xJGO. NSU,1.32,0.00,9
1727/00033-514,MANCHON MAZA HONDA DAX 70/DAY 110xJGO. BRN,0.00,4803.55,
1727/00034-022,MANCHON MAZA GUERRERO BAJAJ 135/180/200/220 x1 NSU,2.05,0.00,
1727/00036-022,MANCHON MAZA BAJAJ ROUSER NS200 NSU,2.15,0.00,12
1727/00038-022,MANCHON MAZA HONDA CB190 NSU,2.68,0.00,
1727/00039-022,MANCHON MAZA HONDA NX FALCON 400 NSU,2.63,0.00,
1727/00040-022,MANCHON MAZA TRAS. SUZUKI AX100 x1 NSU,1.62,0.00,6
1727/00040-514,MANCHON MAZA TRAS. SUZUKI AX100 x1 BRN,0.00,5034.61,
1727/00040-566,MANCHON MAZA TRAS. SUZUKI AX100 x1 VC,0.00,4659.44,
1727/00042-514,MANCHON MAZA SUZUKI 125/MOTOMEL DAKAR/SKUAx1 BRN,0.00,7616.53,
1727/00043-022,MANCHON MAZA SUZUKI GIXXER 150 NSU,1.98,0.00,4
1727/00045-022,MANCHON MAZA MOTOMEL SKUA 150 V6xJGO. NSU,1.89,0.00,6
1727/00050-047,MANCHON RUEDA TRAS. HONDA CB400 YEAR FINE,9.09,0.00,
1727/00055-514,MANCHON MAZA TRAS. HONDA STORM/YAMAHA CRYPTON xJGO BRN,0.00,7543.02,
1727/00055-566,MANCHON MAZA TRAS. HONDA STORM/YAMAHA CRYPTON xJGO VC,0.00,4659.44,5
1727/00060-514,MANCHON MAZA TRAS. YAMAHA RX 125/YBR 125xJGO. BRN,0.00,8707.90,
1727/00060-566,MANCHON MAZA TRAS. YAMAHA RX 125/YBR 125xJGO. VC,0.00,4659.44,
1727/00061-022,MANCHON MAZA TRAS. YAMAHA YBR 125/ FZ16 COMP xJGO NSU,1.49,0.00,6
1727/00061-514,MANCHON MAZA TRAS. YAMAHA YBR 125/ FZ16 COMP xJGO BRN,0.00,12141.74,
1727/00061-566,MANCHON MAZA TRAS. YAMAHA YBR 125/ FZ16 COMP xJGO VC,0.00,3704.66,3
1727/00065-022,MANCHON MAZA TRAS. YAMAHA YBR250/FAZER JGOx6 NSU,4.51,0.00,
1729,RUEDAS MAZA DEL,,,
1729/00003-038,MAZA RUEDA DEL. A DISCO SMASH/MOT.BIT/WAVE(GLPRO) NSU,13.71,0.00,
1729/00003-077,MAZA RUEDA DEL. A DISCO SMASH/MOT.BIT/WAVE(GLPRO) NSU,12.23,0.00,
1729/00005-038,MAZA RUEDA DEL. KAWASAKI NEO MAX NSU,12.98,0.00,
1729/00006-134,MAZA RUEDA DEL. HONDA BIZ C125 DIAFRAG,25.82,0.00,
1729/00009-077,MAZA RUEDA DEL. MOTOMEL SKUA 250/250F NSU,30.07,0.00,
1729/00026-134,MAZA RUEDA DEL. YAMAHA YBR 125 BRASIL DIAFRAG,29.94,0.00,
1729/00060-103,MAZA RUEDA DEL. ZANELLA SEXY .,17.29,0.00,
1731,RUEDAS MAZA TRAS,,,
1731/00005-022,MAZA RUEDA TRAS. GILERA SMASH C/RULEMAN NSU,21.12,0.00,
1731/00005-038,MAZA RUEDA TRAS. GILERA SMASH C/RULEMAN NSU,21.12,0.00,
1731/00018-022,MAZA RUEDA TRAS. HONDA BIZ C/RUL. NSU,23.27,0.00,
1731/00020-038,MAZA RUEDA TRAS. HONDA CG125/MOTOMEL DAKAR 200 NSU,30.24,0.00,
1731/00021-022,MAZA RUEDA TRAS. HONDA CG TODAY C/RUL. Y  MANCHON NSU,39.63,0.00,
1731/00025-038,MAZA RUEDA TRAS. HONDA TITAN 2000 NSU,37.18,0.00,
1731/00026-134,MAZA RUEDA TRAS. HONDA BIZ C100/125 DIAFRAG,46.92,0.00,
1731/00031-022,MAZA RUEDA TRAS. HONDA NF100 WAVE NSU,27.15,0.00,
1731/00040-022,MAZA RUEDA TRAS. KAWASAKI  NEO MAX (RXS) C/RUL.MAN NSU,17.20,0.00,
1731/00048-077,MAZA RUEDA TRAS. MOTOMEL SKUA 150 C/MANCHON NSU,39.28,0.00,
1731/00048-128,MAZA RUEDA TRAS. MOTOMEL SKUA 150 C/MANCHON .,27.98,0.00,
1731/00051-022,MAZA RUEDA TRAS. SUZUKI AX100 C/RULEMAN Y MANCHON NSU,24.11,0.00,
1731/00060-038,MAZA RUEDA TRAS. YAMAHA CRYPTON /  V80 NSU,23.85,0.00,
1731/00070-038,MAZA RUEDA TRAS. YAMAHA YBR125 NSU,35.26,0.00,
1731/00110-103,MAZA RUEDA TRAS.ZANELLA SEXY .,17.29,0.00,
1733,RUEDAS NIPLES,,,
1733/00010-518,"NIPLES 2,5MM X 36 R33",0.00,4123.15,
1733/00020-518,NIPLES 3.0MM X 36 R33,0.00,4329.66,
1733/00030-518,NIPLES 3.5MM X 36 R33,0.00,9465.00,
1733/00040-518,NIPLES 4.0MM X 36 R33,0.00,9591.71,
1734,RUEDAS SALVA MAZA,,,
1734/00010-514,SALVA MAZA HONDA CG 150 TITAN BRN,0.00,12060.00,
1734/00020-514,SALVA MAZA HONDA CB 250 NIGHTHAWK 250 BRN,0.00,12060.00,
1735,RUEDAS PORTA CORONA,,,
1735/00002-514,PORTA CORONA GILERA SMASH BRN,0.00,12266.26,
1735/00005-038,PORTA CORONA HONDA MB100 NSU,4.58,0.00,
1735/00006-038,PORTA CORONA HONDA WAVE BOMBE C/RUL. Y RETEN NSU,7.36,0.00,
1735/00007-514,PORTA CORONA HONDA STORM 125CC. BRN,0.00,12266.26,
1735/00008-022,PORTA CORONA HONDA BIZ C/RULEMAN Y RETEN NSU,6.50,0.00,
1735/00010-022,PORTA CORONA SUZUKI AX 100 BAJO NSU,7.16,0.00,
1735/00010-514,PORTA CORONA SUZUKI AX 100 BAJO BRN,0.00,12926.74,
1735/00027-022,PORTA CORONA HONDA WAVE 110S NSU,10.48,0.00,
1735/00030-514,PORTA CORONA GILERA SMASH TUNNING 110 BRN,0.00,12943.76,
1735/00050-038,PORTA CORONA HONDA CG 150 NSU,10.87,0.00,
1735/00050-514,PORTA CORONA HONDA CG 150 BRN,0.00,19959.05,
1735/00059-022,PORTA CORONA GILERA VC 200 C/RUL. Y RETEN NSU,12.69,0.00,
1735/00060-514,PORTA CORONA GILERA ESTILO/SUZUKI AX 100 BRN,0.00,13511.59,
1735/00061-514,PORTA CORONA GILERA GL 150-MOTOMEL-MONDIAL BRN,0.00,13604.77,
1735/00062-022,PORTA CORONA YAMAHA CRYPTON NSU,6.60,0.00,
1735/00062-514,PORTA CORONA YAMAHA CRYPTON BRN,0.00,11494.70,
1735/00063-022,PORTA CORONA ZANELLA PATAGONIA 150 NSU,10.59,0.00,
1735/00064-514,PORTA CORONA MOTOMEL SKUA BRN,0.00,17414.32,
1735/00065-514,PORTA CORONA YAMAHA YBR 125 BRN,0.00,11494.70,
1735/00067-077,PORTA CORONA MOTOMEL FUSION C/RULEMAN/RETEN NSU,10.18,0.00,
1735/00070-038,PORTA CORONA ZANELLA SEXY C/RUL. Y RETEN NSU,8.58,0.00,
1735/00070-514,PORTA CORONA ZANELLA SEXY C/RUL. Y RETEN BRN,0.00,11681.45,
1735/00080-077,PORTA CORONA YAMAHA FZ16 C/CORONA 46D C/RUL.Y RETE NSU,26.53,0.00,
1735/00082-514,PORTA CORONA YAMAHA FZ 16 BRN,0.00,25875.90,
1735/00090-022,PORTA CORONA BAJAJ PULSAR 200 NSU,6.82,0.00,
1736,RUEDAS REENVIO,,,
1736/00004-022,REENVIO RUEDA BAJAJ ROUSER NS200 NSU,11.96,0.00,
1736/00005-022,REENVIO RUEDA GILERA SMASH FRENO A DISCO NSU,3.03,0.00,
1736/00006-022,REENVIO RUEDA GILERA SMASH/TRIP LARGO A ZAPATA NSU,3.41,0.00,
1736/00007-621,REPARACION REENVIO MOTOS 110 x5UNIDADES .,0.00,7334.10,
1736/00010-022,REENVIO RUEDA HONDA BIZ NSU,1.62,0.00,
1736/00010-038,REENVIO RUEDA HONDA BIZ NSU,1.62,0.00,
1736/00020-038,REENVIO RUEDA HONDA CBX 150/200 NSU,3.22,0.00,
